X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
1272386.552627727389336,252220.691638231277466,9756,5650,1272386.55263,252220.69164,24573,13,5713,NW,LATONA AVE NE AND EAST GREEN LAKE DR N,2, ,CITY,-122.327488553405,47.681658080758
1279172.756794676184654,247298.517937183380127,9757,7021,1279172.75679,247298.51794,25938,13,15313,NE,26TH AVE NE AND NE 55TH ST,3, ,NONE,-122.299563472098,47.6685243304042
1278366.896441847085953,270640.544201090931892,9758,2506,1278366.89644,270640.5442,36081,13,221510,N,23RD PL NE AND NE 143RD ST,0, ,NONE,-122.304644646865,47.7324622298247
1259336.373030364513397,192277.877112835645676,9759,18603,1259336.37303,192277.87711,38085,13,301506,SW,34TH AVE SW AND SW 97TH ST,0, ,NONE,-122.375580232109,47.5166517017713
1265767.655980944633484,232474.238370001316071,9760,10718,1265767.65598,232474.23837,28868,13,35561,MGNL-QA,2ND AVE N AND ALOHA ST,0, ,NONE,-122.352770860534,47.6271785639158
1262712.395049810409546,245042.381742879748344,9761,7652,1262712.39505,245042.38174,26605,13,21114,BLRD,8TH AVE NW AND NW 45TH ST,2, ,NONE,-122.366173737604,47.6614610980546
1277629.018681094050407,265876.440516203641891,9762,3044,1277629.01868,265876.44052,36693,13,227507,N,20TH AVE NE AND NE 125TH ST,1, ,NONE,-122.307271765142,47.719365232238
1256818.362403780221939,254398.531000450253487,9763,5122,1256818.3624,254398.531,23972,13,2518,BLRD,27TH AVE NW AND NW 80TH ST,3, ,NONE,-122.39085543267,47.6867812469573
1264489.341995641589165,245649.393839493393898,9764,7458,1264489.342,245649.39384,25361,13,12362,LKUN,2ND AVE NW AND NW 47TH N ST,0, ,NONE,-122.35901306459,47.6632216824815
1258544.525861546397209,234920.630436509847641,9765,10183,1258544.52586,234920.63044,27613,13,27310,MGNL-QA,MAGNOLIA BR AND MAGNOLIA EB W BR,2, ,NONE,-122.38225703253,47.6334892444222
1273885.257525250315666,202272.170371070504189,9766,16662,1273885.25753,202272.17037,34179,13,71109,GRDWM,S ELIZABETH ST AND DEAD END,0, ,NONE,-122.317495163697,47.5448299039818
1255252.569378182291985,236153.938853770494461,9767,9911,1255252.56938,236153.93885,27711,13,27734,MGNL-QA,30TH AVE W AND W NEWTON ST,0, ,NONE,-122.395707534821,47.6366872321329
1283675.751999273896217,206963.957895874977112,9768,15622,1283675.752,206963.9579,33432,13,66120,SE,44TH AVE S AND S FERDINAND ST,0, ,NONE,-122.278217510552,47.5582008304283
1257170.12176413834095,196635.18066930770874,9769,17771,1257170.12176,196635.18067,34679,13,75122,SW,41ST AVE SW AND SW THISTLE ST,3, ,NONE,-122.384700207068,47.5284754411334
1262729.772585839033127,246107.215279966592789,9770,7317,1262729.77259,246107.21528,25451,13,12734,BLRD,8TH AVE NW AND NW 49TH ST,2, ,NONE,-122.366189297466,47.6643806934089
1270194.685489475727081,212876.419725939631462,9771,14233,1270194.68549,212876.41973,32335,13,57511,GRDWM,OCCIDENTAL AVE S AND S HINDS ST,0, ,NONE,-122.333272094794,47.5736997497208
1270858.690354153513908,201925.88173072040081,9772,16741,1270858.69035,201925.88173,34238,13,71653,GRDWM,4TH AVE S AND S RIVER ST,0, ,NONE,-122.329720025169,47.5437200661905
1272462.606131792068481,197081.503869757056236,9773,17700,1272462.60613,197081.50387,35076,13,78107,GRDWM,8TH AVE S AND S ELMGROVE ST,3, ,NONE,-122.322847579217,47.5305270413497
1277165.203768610954285,238803.623080492019653,9774,9216,1277165.20377,238803.62308,28388,13,31506,NE,19TH AVE E AND DEAD END 3,0, ,NONE,-122.307049617031,47.645134822609
1277946.868281409144402,224575.091097921133041,9775,12182,1277946.86828,224575.0911,30187,13,41729,CNTRL,23RD AVE AND E JEFFERSON ST,1, ,CITY,-122.302777066142,47.6061755708921
1266297.004845485091209,258240.487868383526802,9776,4279,1266297.00485,258240.48787,37427,13,232704,NW,DAYTON AVE N AND N 95TH ST,0, ,NONE,-122.352687417554,47.6978312396994
1274055.231797426939011,232181.350817710161209,9777,10775,1274055.2318,232181.35082,28976,13,36136,E,FEDERAL AVE E AND E ALOHA ST,2, ,NONE,-122.319145040464,47.6268193683208
1278139.594553619623184,230584.764320075511932,9778,11083,1278139.59455,230584.76432,29355,13,37717,CNTRL-E,23RD AVE E AND E HARRISON ST,1, ,NONE,-122.302460990905,47.6226581105583
1250452.515613257884979,239651.133353352546692,9779,9058,1250452.51561,239651.13335,27545,13,26508,MGNL-QA,46TH AVE W AND DEAD END,0, ,NONE,-122.415464558442,47.6460039156067
1269374.995504632592201,245153.460142984986305,9780,7611,1269374.9955,245153.46014,25570,13,13372,LKUN,WOODLAWN AVE N AND N 46TH ST,0, ,NONE,-122.33915063298,47.6621261431807
1262903.538218006491661,211740.515212774276733,9781,14663,1262903.53822,211740.51521,32032,13,55261,DLRD,SW CHARLESTOWN ST AND DEAD END 3,0, ,NONE,-122.362712722186,47.5701928902265
1273431.192116796970367,200312.665729075670242,9782,17076,1273431.19212,200312.66573,34193,13,71301,GRDWM,S MYRTLE ST AND DEAD END 4 ,0, ,NONE,-122.319180136345,47.5394349188892
1255338.776866257190704,255336.397241413593292,9783,4920,1255338.77687,255336.39724,23963,13,2509,BLRD,31ST AVE NW AND LOYAL WAY NW,3, ,NONE,-122.396938696357,47.6892696131301
1280689.787196218967438,223793.671833112835884,9784,12309,1280689.7872,223793.67183,30091,13,41351,CNTRL,32ND AVE AND E ALDER S ST,0, ,NONE,-122.291599990483,47.6041767348329
1273027.555892378091812,193903.370618507266045,9785,18298,1273027.55589,193903.37062,35131,13,78321,GRDWM,10TH AVE S AND DEAD END 5,0, ,NONE,-122.320312618597,47.5218457945359
1277624.758073091506958,263892.96685017645359,9786,3327,1277624.75807,263892.96685,36728,13,227542,N,20TH AVE NE AND NE 117TH ST,0, ,NONE,-122.307134761313,47.7139283550636
1279363.075642868876457,228726.470046162605286,9787,11475,1279363.07564,228726.47005,29984,13,41106,CNTRL,27TH AVE AND E HOWELL ST,0, ,NONE,-122.297357311237,47.6176284591965
1265377.111084550619125,245768.318639621138573,9788,7428,1265377.11108,245768.31864,25666,13,13730,LKUN-NW,GREENWOOD AVE N AND N 48TH ST,0, ,NONE,-122.355420589586,47.6635958398599
1270729.845554023981094,228112.023197531700134,9789,11580,1270729.84555,228112.0232,29867,13,40522,DWNTN,HOWELL ST AND TERRY AVE,1, ,CITY,-122.332306629243,47.6154886671039
1288049.430083766579628,201571.81811435520649,9790,16821,1288049.43008,201571.81811,34613,13,74508,SE,HAMPTON RD S AND S OAKLAWN PL,0, ,NONE,-122.260102321709,47.5436445957365
1268849.606448099017143,236401.456294029951096,9791,46425,1268849.60645,236401.45629,28038,13,29452,LKUN,CROCKETT ST AND WESTLAKE EAST RDWY AVE N,0, ,NONE,-122.340586729596,47.6381090442399
1253932.822304829955101,247825.590705722570419,9792,6850,1253932.8223,247825.59071,25087,13,10333,BLRD,NW MARKET ST AND DEAD END,0, ,NONE,-122.402024404408,47.6686046882729
1279624.642107129096985,208728.419465690851212,9793,15251,1279624.64211,208728.41947,32489,13,58365,GRDWM,M L KING JR WR WAY S AND S COLUMBIAN WAY,1, ,CITY,-122.29475722851,47.5628275235779
1279783.062075302004814,208344.771977290511131,9794,15358,1279783.06208,208344.77198,32503,13,58387,GRDWM,M L KING JR WR WAY S AND S SNOQUALMIE ST,1, ,NONE,-122.29408619311,47.5617841919768
1279918.167867437005043,207990.964872926473618,9795,15397,1279918.16787,207990.96487,32505,13,58389,GRDWM,M L KING JR WR WAY S AND S ALASKA ST,1, ,CITY,-122.293511887571,47.5608214362205
1279574.740539088845253,206675.115399584174156,9796,15680,1279574.74054,206675.1154,268914,13,65258,GRDWM,S HUDSON ST AND DEAD END 1,0, ,NONE,-122.29480138155,47.5571968248714
1273294.452020645141602,197055.906941741704941,9797,17711,1273294.45202,197055.90694,338553,13,78252,GRDWM,S ELMGROVE ST AND S MONROE ST ACCESS RD,0, ,NONE,-122.319479022514,47.5305009676401
1272185.347891509532928,260047.08831824362278,9798,3900,1272185.34789,260047.08832,492129,13,233662,N,I5 EXPRESS NE 103RD RP AND I5 EXPRESS ON RP,5, ,NONE,-122.328922640709,47.7030992442713
1273467.081524834036827,269836.280776262283325,9799,2597,1273467.08152,269836.28078,492227,13,220654,NW,I5 SB AND 145TH ST ON RP,5, ,NONE,-122.324488423906,47.7299992367412
1259622.402086645364761,247186.093745067715645,9800,7055,1259622.40209,247186.09375,25158,13,11310,BLRD,17TH AVE NW AND NW 53RD ST,0, ,NONE,-122.378885223292,47.6671674583313
1263279.685418397188187,241032.729258760809898,9801,8805,1263279.68542,241032.72926,26687,13,21321,MGNL-QA,W BERTONA ST AND W EMERSON ST,3, ,NONE,-122.363548585847,47.6505018170128
1273147.987508505582809,239058.412712752819061,9802,9160,1273147.98751,239058.41271,28189,13,30108,LKUN,BOYLSTON AVE E AND E HAMLIN ST,0, ,NONE,-122.323363480824,47.645621140092
1279907.463995426893234,265129.761219441890717,9803,3156,1279907.464,265129.76122,36613,13,227115,N,28TH AVE NE AND NE 123RD ST,0, ,NONE,-122.297959381463,47.7174378495499
1266834.381358042359352,195040.909435674548149,9804,18094,1266834.38136,195040.90944,35029,13,77701,DLRD,8TH AVE SW AND SW TRENTON ST,0, ,NONE,-122.345463075447,47.524632937939
1273196.532788544893265,216474.425233617424965,9805,13499,1273196.53279,216474.42523,31271,13,51252,GRDWM,AIRPORT WAY S AND S WALKER S ST,1, ,NONE,-122.32139511436,47.5837215455804
1285112.872512757778168,193851.758970454335213,9806,18309,1285112.87251,193851.75897,35278,13,80319,SE,50TH AVE S AND S DIRECTOR ST,0, ,NONE,-122.271405902156,47.5223339440366
1285060.939072698354721,249832.592819780111313,9807,6284,1285060.93907,249832.59282,24873,13,7364,NE,NE 65TH ST AND NE PRINCETON W WAY,2, ,NONE,-122.275862717732,47.6757752679669
1269554.434096828103065,253543.283127576112747,9808,5321,1269554.4341,253543.28313,24242,13,4130,NW,WINONA AVE N AND WEST GREEN LAKE DR N,2, ,NONE,-122.339088718426,47.6851319323886
1260995.189544051885605,250364.574388325214386,9809,6121,1260995.18954,250364.57439,24206,13,3758,BLRD,14TH AVE NW AND NW 65TH ST,2, ,NONE,-122.37357306586,47.6759549108651
1273616.805428981781006,237608.315303266048431,9810,9528,1273616.80543,237608.3153,28210,13,30132,E,BROADWAY E AND DEAD END 2,0, ,NONE,-122.321348193375,47.641671327446
1268493.590575739741325,235874.48438948392868,9811,9976,1268493.59058,235874.48439,28019,13,29320,MGNL-QA,NEWTON ST AND WAVERLY PL N,0, ,NONE,-122.341988629088,47.6366455109507
1288077.789507791399956,247645.589169546961784,9812,6914,1288077.78951,247645.58917,26309,13,17546,NE,60TH AVE NE AND NE 57TH ST,0, ,NONE,-122.263453997528,47.6699350311051
1281920.645181477069855,261124.016831338405609,9813,3694,1281920.64518,261124.01683,36849,13,228728,N,36TH AVE NE AND DEAD END 3,0, ,NONE,-122.289474577638,47.7065628893498
1274099.247669473290443,242774.870700553059578,9814,8330,1274099.24767,242774.8707,27132,13,23195,NE,8TH AVE NE AND NE 40 UPPER ST,2, ,NONE,-122.319796326611,47.6558582843843
1289129.781828865408897,248876.122802793979645,9815,6551,1289129.78183,248876.1228,26286,13,17519,NE,NE RADFORD NR DR AND NE RADFORD SR E DR,0, ,NONE,-122.259277543914,47.6733614528855
1281709.564989268779755,230023.364767491817474,9816,11214,1281709.56499,230023.36477,29472,13,38738,CNTRL,35TH AVE E AND DEAD END,0, ,NONE,-122.287944271561,47.6213052210424
1258115.459877103567123,214803.765647903084755,9817,13809,1258115.45988,214803.76565,31085,13,48346,SW,FAIRMOUNT AVE SW AND SW FOREST ST,0, ,NONE,-122.382354714481,47.5783265614138
1284487.13248011469841,235677.93552528321743,9818,10039,1284487.13248,235677.93553,28483,13,32304,E,43RD AVE E AND E NEWTON ST,3, ,NONE,-122.277113613101,47.6369477983912
1254071.009568959474564,212169.441933214664459,9819,14458,1254071.00957,212169.44193,31730,13,53253,SW,52ND AVE SW AND DEAD END 3,0, ,NONE,-122.398520602964,47.5708817336796
1275663.953719079494476,241617.788331374526024,9820,8673,1275663.95372,241617.78833,27175,13,23462,NE,UNIVERSITY WAY NE AND DEAD END 2,0, ,NONE,-122.313358257162,47.6527694201683
1279333.226554840803146,268064.267462447285652,9821,2805,1279333.22655,268064.26746,36041,13,221311,N,26TH AVE NE AND NE 134TH ST,0, ,NONE,-122.300519012398,47.7254512887817
1251065.785117894411087,213405.227406471967697,9822,14106,1251065.78512,213405.22741,31793,13,53508,SW,61ST AVE SW AND SW HINDS ST,0, ,NONE,-122.410794765178,47.5741007120405
1278183.452985659241676,252615.834806635975838,9823,5531,1278183.45299,252615.83481,24758,13,6703,NE,RAVENNA AVE NE AND NE 75TH ST,1, ,NONE,-122.303990307593,47.6830472668769
1280874.104892417788506,197843.907966539263725,9824,17543,1280874.10489,197843.90797,268932,13,73866,GRDWM,BEACON ER AVE S AND S PORTLAND ST,3, ,NONE,-122.288863585038,47.5330579977305
1264189.572139322757721,233223.842466771602631,9825,10565,1264189.57214,233223.84247,28624,13,34183,MGNL-QA,2ND AVE W AND DEAD END,0, ,NONE,-122.359229581463,47.6291475979289
1271115.061554417014122,222161.382551446557045,9826,12568,1271115.06155,222161.38255,30507,13,44540,DWNTN,3RD AVE S AND S JACKSON ST,1, ,CITY,-122.330275808389,47.5991986917223
1252510.083615362644196,239239.848872929811478,9827,9126,1252510.08362,239239.84887,27460,13,26127,MGNL-QA,39TH AVE W AND W ARMOUR ST,0, ,NONE,-122.407084973738,47.6449922739754
1283643.901247248053551,197585.365886270999908,9828,17616,1283643.90125,197585.36589,34498,13,73355,SE,S CHICAGO ST AND DEAD END 2 ,0, ,NONE,-122.277633666033,47.5324923883908
1270348.270897626876831,243195.131564989686012,9829,8212,1270348.2709,243195.13157,26840,13,22155,LKUN,BURKE AVE N AND N 41ST ST,0, ,NONE,-122.335046676401,47.6568105731133
1256543.123491495847702,198035.528830736875534,9830,17506,1256543.12349,198035.52883,33927,13,68747,SW,CALIFORNIA AVE SW AND SW KENYON ST,3, ,NONE,-122.387352034013,47.5322790240226
1257617.818404600024223,196610.41548527777195,9831,17773,1257617.8184,196610.41549,34680,13,75123,SW,40TH AVE SW AND SW THISTLE ST,3, ,NONE,-122.382886420566,47.5284322874789
1269401.530928671360016,246213.986480072140694,9832,7286,1269401.53093,246213.98648,25530,13,13332,LKUN-NW,WOODLAWN AVE N AND N 50TH W ST,1, ,NONE,-122.339127174858,47.6650344273312
1262093.778473183512688,193817.728634417057037,9833,18315,1262093.77847,193817.72863,34876,13,76321,DLRD,25TH AVE SW AND SW BARTON ST,2, ,NONE,-122.364547838874,47.5210232923704
1271751.707187071442604,221841.520791113376617,9834,12625,1271751.70719,221841.52079,30517,13,44552,DWNTN,5TH AVE S AND S KING ST,2, ,NONE,-122.327670678776,47.5983558780299
1260541.402663588523865,211952.762764990329742,9835,14592,1260541.40266,211952.76277,32101,13,55530,SW,WEST SEATTLE BR EB AND POINT A,1, ,NONE,-122.372296844296,47.5706455599883
1271170.361394479870796,232252.935073778033257,9836,10757,1271170.36139,232252.93507,29098,13,36532,LKUN,ALOHA ST AND YALE AVE N,0, ,NONE,-122.330847598367,47.6268622901577
1277938.613049402832985,237278.521510928869247,9837,9620,1277938.61305,237278.52151,28405,13,31524,NE,22ND AVE E AND E CALHOUN ST,0, ,NONE,-122.303794437732,47.6409950971883
1282847.616318434476852,208677.291657641530037,9838,15268,1282847.61632,208677.29166,32727,13,59749,SE,41ST AVE S AND S OREGON ST,0, ,NONE,-122.281701450945,47.5628544157371
1287493.816387191414833,203616.71232445538044,9839,16380,1287493.81639,203616.71232,33725,13,67735,SE,OAKHURST RD S AND S HAWTHORN RD,0, ,NONE,-122.262505289312,47.5492214290051
1251757.645854592323303,237548.401831194758415,9840,9542,1251757.64585,237548.40183,165223,13,26652,MGNL-QA,43RD AVE W AND W PARKMONT NR PL,0, ,NONE,-122.409996216506,47.6403139447766
1256199.114275142550468,249654.075827598571777,9841,6334,1256199.11428,249654.07583,25202,13,11508,BLRD,28TH AVE NW AND NW 62ND ST,0, ,NONE,-122.392978715418,47.6737426891046
1277813.804857283830643,227907.280541330575943,9842,11620,1277813.80486,227907.28054,30126,13,41515,CNTRL,22ND AVE AND E PINE ST,0, ,NONE,-122.303574418802,47.6153021005401
1253452.330272331833839,243185.402028977870941,9843,8215,1253452.33027,243185.40203,26344,13,19122,MGNL-QA,36TH AVE W AND W THURMAN ST,0, ,NONE,-122.403589879243,47.6558594612523
1282059.935549631714821,229251.359902709722519,9844,11350,1282059.93555,229251.3599,29502,13,38852,CNTRL,36TH AVE E AND 37TH AVE E,0, ,NONE,-122.28646469808,47.6192073013268
1258389.158181384205818,215149.812624260783195,9845,13743,1258389.15818,215149.81262,31077,13,48337,SW,39TH AVE SW AND SW LANDER ST,0, ,NONE,-122.381274232517,47.5792901510464
1280630.662972167134285,199303.02528004348278,9846,17246,1280630.66297,199303.02528,34557,13,73706,GRDWM,33RD AVE S AND S OTHELLO ST,0, ,NONE,-122.289960663936,47.5370448130517
1284401.39961601793766,193692.831098288297653,9847,18345,1284401.39962,193692.8311,35281,13,80322,SE,46TH AVE S AND DEAD END 5 ,0, ,NONE,-122.274272834375,47.5218618380777
1280182.780987709760666,224170.023577496409416,9848,12239,1280182.78099,224170.02358,30088,13,41348,CNTRL,30TH AVE AND E TERRACE ST,0, ,NONE,-122.293683755339,47.6051819581457
1280712.466748252511024,224513.451929852366447,9849,12197,1280712.46675,224513.45193,30079,13,41339,CNTRL,32ND AVE AND E JEFFERSON ST,0, ,NONE,-122.291563356787,47.6061508285775
1261175.514152243733406,235767.286949381232262,9850,10011,1261175.51415,235767.28695,27950,13,28724,MGNL-QA,11TH AVE W AND W HOWE ST,2, ,NONE,-122.371656887542,47.6359545438089
1266183.60682937502861,193722.966394320130348,9851,18340,1266183.60683,193722.96639,35048,13,77720,DLRD,10TH AVE SW AND SW BARTON ST,0, ,NONE,-122.34799152097,47.5209854237348
1275423.78706282377243,221455.259030714631081,9852,12679,1275423.78706,221455.25903,30437,13,44152,CNTRL,RAINIER AVE S AND S WELLER ST,1, ,HALFPED,-122.312759952432,47.5974916350133
1283591.733823195099831,253828.75000786781311,9853,5249,1283591.73382,253828.75001,24900,13,7519,NE,43RD AVE NE AND NE 80TH ST,0, ,NONE,-122.282130758202,47.6866530738594
1273899.16446927189827,226689.432988077402115,9854,11829,1273899.16447,226689.43299,29765,13,40142,E,10TH AVE AND E MADISON ST,1, ,NONE,-122.319347795948,47.6117578813092
1278290.97375376522541,265193.670851513743401,9855,3146,1278290.97375,265193.67085,36707,13,227521,N,23RD AVE NE AND NE 123RD ST,0, ,NONE,-122.304529997156,47.717528499527
1284456.700224086642265,203365.629828199744225,9856,16425,1284456.70022,203365.62983,33557,13,66451,SE,S RAYMOND PL AND DEAD END,0, ,NONE,-122.274782278115,47.5483779254699
1256557.574435517191887,241099.605930835008621,9857,8778,1256557.57444,241099.60593,26575,13,20731,MGNL-QA,WHALLEY PL W AND W BERTONA ST,0, ,NONE,-122.390821338445,47.6503154448471
1280623.724604159593582,263131.934145390987396,9858,3426,1280623.7246,263131.93415,36651,13,227304,N,31ST AVE NE AND NE 115TH ST,3, ,NONE,-122.294896029035,47.7119991683562
1282008.34361357986927,254867.34226493537426,9859,5023,1282008.34361,254867.34227,24883,13,7502,NE,NE 84TH ST AND DEAD END,0, ,NONE,-122.288637920515,47.6894179496457
1262396.960297495126724,260995.117503210902214,9860,3718,1262396.9603,260995.1175,37189,13,231503,BLRD,9TH AVE NW AND NW 105TH W ST,0, ,NONE,-122.368745050655,47.7051693250663
1274872.391478270292282,198399.559295117855072,9861,17436,1274872.39148,198399.5593,34391,13,72701,GRDWM,16TH AVE S AND EAST MARGINAL WAY S,1, ,CITY,-122.313197533909,47.5342672535466
1276131.676983550190926,216142.964369282126427,9862,13569,1276131.67698,216142.96437,31574,13,52567,GRDWM,18TH AVE S AND S COLLEGE ST,3, ,NONE,-122.30947839269,47.5829679779288
1257774.34832476079464,242410.945196181535721,9863,8448,1257774.34832,242410.9452,26455,13,20304,MGNL-QA,23RD AVE W AND W EMERSON ST,3, ,NONE,-122.385993018794,47.6539771314918
1278019.145529493689537,205863.279750749468803,9864,15882,1278019.14553,205863.27975,33247,13,65255,GRDWM,S BENNETT ST AND DEAD END 2,0, ,NONE,-122.301037566139,47.5548904302097
1251816.047646656632423,213869.011342957615852,9865,13997,1251816.04765,213869.01134,31680,13,53101,SW,SW HORTON ST AND DEAD END,0, ,NONE,-122.40779435109,47.5754140231938
1278621.314362108707428,223587.620248898863792,9866,12347,1278621.31436,223587.62025,30105,13,41365,CNTRL,25TH AVE AND E SPRUCE ST,0, ,NONE,-122.299967257685,47.6035041914917
1259815.19184684753418,239676.333225384354591,9867,9044,1259815.19185,239676.33323,27570,13,27101,MGNL-QA,16TH AVE W AND DEAD END 2,0, ,NONE,-122.377491432035,47.6465943125452
1256265.455395206809044,207534.881672471761703,9868,15496,1256265.4554,207534.88167,32852,13,61510,SW,RUTAN PL SW AND DEAD END,0, ,NONE,-122.389253198937,47.5583007255638
1264385.3325235247612,192435.902584999799728,9869,18563,1264385.33252,192435.90259,35058,13,77732,DLRD,DELRIDGE WAY SW AND SW ROXBURY ST,1, ,CITY,-122.35516490262,47.5173603809903
1281613.504573166370392,221926.050967201590538,9870,12609,1281613.50457,221926.05097,35509,13,146524,CNTRL,35TH AVE S AND S JACKSON ST,3, ,NONE,-122.287713237967,47.5991055068256
1278208.385593682527542,256250.847674354910851,9871,4710,1278208.38559,256250.84767,37756,13,234732,NE,23RD AVE NE AND NE 89TH ST,0, ,NONE,-122.304171136271,47.693012077532
1290023.360581785440445,189158.744437649846077,9872,19214,1290023.36058,189158.74444,38224,13,306304,SE,66TH AVE S AND S RYAN ST,0, ,NONE,-122.251185581818,47.5097200785541
1281120.68076466023922,228697.613214135169983,9873,11479,1281120.68076,228697.61321,30232,13,42514,CNTRL,33RD AVE AND E HOWELL ST,0, ,NONE,-122.290229949729,47.6176408004841
1264926.937644079327583,247359.36990524828434,9874,7008,1264926.93764,247359.36991,25325,13,12326,NW,1ST AVE NW AND N 54TH ST,0, ,NONE,-122.357374989968,47.6679324053487
1263527.646506652235985,211053.990540072321892,9875,14831,1263527.64651,211053.99054,32043,13,55303,DLRD,21ST AVE SW AND SW ANDOVER ST,3, ,NONE,-122.360129829819,47.568345131715
1277607.274297073483467,199469.955200210213661,9876,17220,1277607.2743,199469.9552,34350,13,72308,GRDWM,AIRPORT WAY S AND S OTHELLO ST,1, ,CITY,-122.302211073891,47.5373448314851
1284274.733375892043114,201536.8720663189888,9877,16827,1284274.73338,201536.87207,34415,13,73122,SE,46TH AVE S AND S WARSAW ST,0, ,NONE,-122.275380223618,47.5433559354993
1276234.826551660895348,237321.401510968804359,9878,9608,1276234.82655,237321.40151,28413,13,31533,NE,16TH AVE E AND E CALHOUN ST,0, ,NONE,-122.310707816342,47.641023176135
1263732.427306860685349,263999.88422629237175,9879,3310,1263732.42731,263999.88423,36232,13,224125,NW,6TH AVE NW AND NW 116TH ST,0, ,NONE,-122.363564831279,47.7134781161511
1279907.088955417275429,217498.51457867026329,9880,13286,1279907.08896,217498.51458,31410,13,52116,SE,30TH AVE S AND S GRAND W ST,0, ,NONE,-122.294287738123,47.586881030028
1270503.986225798726082,227231.798428639769554,9881,11734,1270503.98623,227231.79843,29882,13,40537,DWNTN,8TH AVE AND PINE ST,1, ,CITY,-122.333152642693,47.613063934894
1267625.032238841056824,226598.168219983577728,9882,11839,1267625.03224,226598.16822,29722,13,39701,DWNTN,LENORA ST AND WESTERN AVE,2, ,CITY,-122.344771986213,47.611172770269
1273147.074356496334076,213984.627343073487282,9883,13964,1273147.07436,213984.62734,31327,13,51451,GRDWM,AIRPORT WAY S AND S STEVENS ST,1, ,NONE,-122.321400415842,47.5768944412543
1278343.94399382174015,223593.940376907587051,9884,12346,1278343.94399,223593.94038,30104,13,41364,CNTRL,24TH AVE AND E SPRUCE ST,0, ,NONE,-122.301091868461,47.6035070184311
1263286.219050407409668,211996.216973036527634,9885,14565,1263286.21905,211996.21697,32025,13,55210,DLRD,CHELAN-W SEATTLE BR EB ON RP AND DELRIDGE-W SEATTLE BR EB ON RP,1, ,NONE,-122.361183378348,47.5709145936775
1273470.10974882543087,213977.198735058307648,9886,13966,1273470.10975,213977.19874,31328,13,51452,GRDWM,S STEVENS ST AND DEAD END 1,0, ,NONE,-122.320091316955,47.5768911953191
1267735.78705495595932,192341.048952907323837,9887,18590,1267735.78705,192341.04895,34983,13,77314,DLRD,5TH AVE SW AND SW ROXBURY ST,1, ,NONE,-122.34160128623,47.517281209676
1275818.710071235895157,226147.586459532380104,9888,11917,1275818.71007,226147.58646,30155,13,41551,CNTRL,16TH AVE AND E MARION ST,0, ,NONE,-122.311524886028,47.6103740323969
1278923.765562415122986,225222.574490576982498,9889,12076,1278923.76556,225222.57449,30074,13,41334,CNTRL,26TH AVE AND E CHERRY ST,2, ,NONE,-122.298867688316,47.6080013840407
1271519.250738829374313,250160.05189211666584,9890,6176,1271519.25074,250160.05189,24599,13,5743,NW,CORLISS AVE N AND N 65TH ST,2, ,NONE,-122.330846026721,47.6759637245618
1261602.427688673138618,246132.029615983366966,9891,7310,1261602.42769,246132.02962,25449,13,12732,BLRD,11TH AVE NW AND NW 49TH ST,0, ,NONE,-122.370765463843,47.6643870602968
1271819.526963144540787,228170.031517595052719,9892,11574,1271819.52696,228170.03152,29854,13,40509,E,MELROSE AVE AND YALE AVE,2, ,NONE,-122.327893965691,47.6157057649727
1266434.759981632232666,233399.454370945692062,9893,10533,1266434.75998,233399.45437,28845,13,35536,MGNL-QA,HIGHLAND DR AND NOB HILL AVE N,0, ,NONE,-122.350139983685,47.6297506148668
1272502.116403833031654,230448.031391933560371,9894,11118,1272502.1164,230448.03139,29140,13,36732,E,SUMMIT AVE E AND E HARRISON ST,0, ,NONE,-122.325305996701,47.6219860098321
1278740.207162231206894,218464.637331664562225,9895,13122,1278740.20716,218464.63733,30696,13,45385,SE,26TH AVE S AND DEAD END,0, ,NONE,-122.299089912072,47.5894683415327
1257417.044004395604134,241751.009451508522034,9896,8640,1257417.044,241751.00945,26462,13,20311,MGNL-QA,24TH AVE W AND W RUFFNER ST,0, ,NONE,-122.387388400999,47.6521485245873
1272872.857140213251114,253645.635511681437492,9897,5305,1272872.85714,253645.63551,24545,13,5534,NW,LATONA AVE NE AND DEAD END 2,0, ,NONE,-122.325626881115,47.6855896718763
1274337.260597720742226,230088.446623563766479,9898,11185,1274337.2606,230088.44662,29041,13,36354,E,11TH AVE E AND E THOMAS E ST,0, ,NONE,-122.317837817529,47.6210976837881
1256888.180771857500076,249142.166963070631027,9899,6476,1256888.18077,249142.16696,25210,13,11516,BLRD,26TH AVE NW AND NW 60TH ST,0, ,NONE,-122.39014033647,47.6723778340457
1282973.828414559364319,203598.107524439692497,9900,16386,1282973.82841,203598.10752,33532,13,66346,SE,42ND AVE S AND S KENNY ST,0, ,NONE,-122.28080341357,47.5489388489289
1252808.687903672456741,236344.696229964494705,9901,9881,1252808.6879,236344.69623,27524,13,26337,MGNL-QA,VIEWMONT WAY W AND WEST VIEWMONT WAY W,3, ,NONE,-122.405633918333,47.6370736391929
